made,squareMeters,numberOfRooms,hasStorageRoom,hasGuestRoom,price
1992,10037,55,1,5,1019179.2
2019,38718,26,0,9,3876696.9
2011,95739,22,0,1,9578279.1
2002,7533,92,1,2,755909.2
2007,35732,68,1,6,3579144.7
2008,81109,78,0,4,8112966.8
1993,83550,73,1,4,8360590.3
2005,14513,22,0,3,1458582.5
2021,59417,77,0,8,5948856.1
2003,62926,48,1,4,6295093.3
1993,85233,9,0,6,8531216.3
2002,60067,78,0,7,6008200.2
1991,26269,64,1,10,2632126.1
2000,17508,41,1,4,1757843.0
2007,20510,13,1,8,2061340.7
2021,86558,61,0,8,8658462.1
2007,48673,36,0,4,4877029.7
2021,63326,38,1,4,6341005.1
2003,22648,56,0,7,2268871.3
2012,79557,9,1,0,7963988.2
2007,96598,95,0,0,9661903.7
2021,9782,77,1,4,981058.1
2006,72078,95,0,9,7212517.6
1992,78164,72,0,9,7823145.2
2006,80947,94,0,3,8103183.6
1998,94978,24,1,9,9501576.8
1991,34074,32,1,9,3416825.1
2005,26355,95,0,0,2641204.5
1998,28435,46,1,4,2845599.8
1998,13397,61,1,1,1350379.8
1998,10751,1,1,6,1085070.8
1994,17761,19,1,4,1777289.4
2018,91591,54,1,5,9164769.8
2019,19608,24,0,6,1972444.9
2018,25813,23,0,3,2586402.8
2009,39526,78,0,2,3957780.9
2008,59316,25,0,9,5933722.8
1993,27725,29,1,5,2774997.3
2017,86677,87,0,6,8675635.7
2013,92508,34,0,5,9257932.3
1999,98668,60,1,2,9873946.9
2012,18706,14,1,7,1873699.2
1995,48950,28,1,4,4898771.5
2011,92867,56,0,3,9289807.1
2003,6796,66,1,4,683707.3
2006,27465,65,1,4,2751182.6
2017,64520,79,1,10,6459251.7
2009,89455,50,0,4,8954183.9
2014,93192,53,1,1,9321511.4
1995,3864,11,1,8,394535.5
1998,69261,92,1,10,6934022.8
2008,54774,15,0,2,5484776.8
1994,41879,62,1,4,4193646.4
1990,23770,48,0,9,2382033.0
2013,47217,64,1,2,4722631.3
2013,85050,26,0,2,8513913.3
2011,5505,33,1,7,557067.1
2017,2875,78,0,10,290996.7
2003,27279,37,1,4,2739499.3
1991,84031,68,0,8,8413588.1
2014,88410,87,0,6,8851564.4
1992,55275,2,0,10,5531336.2
2018,43890,92,0,10,4392741.8
2004,54977,51,1,2,5498970.4
2020,10168,25,1,3,1018147.0
2016,24633,76,1,8,2473370.6
1992,47618,49,0,7,4767731.2
1995,87761,19,0,5,8780796.5
2004,74909,92,0,3,7492808.4
2008,53765,22,1,7,5383781.8
2008,6948,91,1,2,700525.8
2012,50582,34,1,10,5058897.2
2009,2535,50,1,3,254139.9
2013,91180,12,1,7,9124383.3
1994,79420,32,0,9,7950297.4
2019,21187,45,1,3,2126037.9
2008,38569,16,0,7,3857629.8
2018,72180,56,0,1,7219866.8
2015,43571,62,0,7,4359454.5
2002,70891,29,0,6,7095721.2
2009,51050,53,0,4,5107815.9
2010,5443,7,1,6,553876.0
2014,57243,22,0,2,5729138.4
2019,52378,58,1,7,5243913.9
1992,93213,47,1,3,9329273.2
2004,74624,79,1,10,7472113.4
2009,47607,3,1,9,4763835.9
1999,75556,53,1,6,7560024.9
1994,53250,15,0,6,5333073.4
1997,39621,9,0,10,3972664.7
2013,49694,69,1,10,4980264.3
1996,97884,37,1,3,9789569.6
2018,62783,38,1,10,6281080.8
2011,26216,36,1,0,2628209.1
1998,18488,39,0,10,1857621.8
1991,21573,46,1,1,2167154.1
1993,77158,17,0,7,7721334.3
2009,5872,34,1,3,594047.9
1991,35894,4,1,0,3593541.1
2003,50733,74,1,0,5080606.3
2009,34525,16,1,2,3457650.9
2008,24775,93,0,10,2478872.8
2019,10841,93,0,8,1087980.9
1992,10092,70,1,9,1013476.2
2004,84004,89,0,2,8409632.4
2019,18382,98,0,2,1850716.9
2018,65453,2,1,3,6547199.8
2003,62615,23,1,7,6271258.3
2017,85871,62,1,2,8591699.7
2006,93872,59,0,9,9394164.6
2004,97766,25,1,6,9782882.4
1996,14473,3,0,4,1458956.6
2009,95180,5,1,9,9529323.9
1991,44230,45,1,1,4425260.1
1994,733,83,0,2,83786.4
2017,42259,57,1,7,4229424.7
2013,37317,19,0,8,3737311.3
1993,89655,37,0,5,8969499.3
2010,34777,22,1,0,3485215.0
2019,93375,54,0,9,9349234.9
2014,92424,42,0,7,9252356.4
1998,84512,61,0,7,8456557.8
2010,62571,10,0,0,6267676.0
2007,37341,37,0,6,3740485.7
2016,15179,43,0,10,1523292.6
1999,19093,93,0,2,1914448.9
2004,83956,59,0,8,8401559.4
1996,76435,28,1,9,7654285.6
1997,13395,74,0,6,1347394.7
2001,25187,16,1,10,2520404.1
2007,39193,96,1,6,3928675.7
1993,70525,57,0,2,7065207.3
2021,54620,82,0,4,5474758.1
2015,87557,10,0,10,8764296.5
2013,15195,14,1,4,1522445.3
2011,46445,85,0,6,4648828.1
1998,44223,6,1,4,4431171.8
2016,65165,19,0,9,6523661.6
2015,63223,52,1,6,6331257.5
2006,36636,24,1,7,3668391.6
2010,29526,22,0,7,2960766.0
1992,80475,66,0,7,8051999.2
2019,77967,67,0,3,7802836.9
2008,8400,27,0,8,855584.8
2008,76844,83,1,1,7687475.8
2018,21245,89,0,1,2130072.8
1991,149,28,0,9,23653.1
2007,20178,72,0,0,2029287.7
2001,80294,94,1,2,8034726.1
1992,29570,24,0,4,2959463.2
2007,76746,49,0,0,7685980.7
1992,66415,8,1,4,6649811.2
1997,17553,15,0,7,1757689.7
2016,55994,14,1,6,5610385.6
1994,27399,78,1,0,2748170.4
2006,65137,79,0,1,6516431.6
2019,56625,40,0,4,5665903.9
2020,56003,2,0,0,5606255.0
2016,74545,15,1,0,7464550.6
2009,62644,47,0,0,6266262.9
2003,88065,89,0,4,8808060.3
1991,7925,2,0,0,793551.1
2015,94409,26,0,1,9450280.5
2000,35307,50,0,5,3534202.0
1992,85490,75,1,10,8554823.2
1997,39853,66,1,9,3988957.7
2017,28056,56,1,0,2811125.7
2021,94620,49,0,0,9464860.1
1993,57054,73,1,2,5711549.3
2015,40095,14,0,7,4016266.5
2007,24558,94,1,6,2462916.7
2007,98665,11,1,7,9872450.7
2011,98616,23,1,10,9863704.1
2011,42363,12,0,7,4240879.1
2008,65294,60,0,6,6542693.8
2008,44508,56,1,7,4456584.8
1994,24905,99,0,5,2493994.4
2017,82779,2,1,10,8286007.7
2021,53340,28,0,7,5336464.1
2018,97474,72,0,3,9759389.8
2010,47747,22,1,0,4782005.0
2009,10450,15,1,10,1056116.9
2020,43902,50,1,9,4396635.0
2021,8308,74,0,9,837632.1
2002,51587,56,1,10,5166261.2
1992,70055,68,1,3,7012927.2
1998,22585,22,1,2,2265600.8
2012,47257,56,1,0,4733393.2
2009,475,23,0,2,51031.9
1991,14691,93,0,4,1475251.1
2011,21818,55,1,8,2195161.1
1991,58567,92,1,1,5865940.1
2020,58806,12,0,10,5892769.0
2002,5518,98,1,6,554002.2
1991,82728,40,0,10,8277263.1
1991,46957,35,1,0,4702732.1
2014,12834,68,1,4,1293966.4
1991,27632,62,0,10,2767841.1
2015,32778,83,1,8,3286996.5
1993,51679,63,1,10,5176042.3
2000,25363,38,1,0,2538406.0
2010,24451,12,1,0,2455578.0
1994,54000,100,1,10,5407486.4
2006,58043,37,1,7,5814487.6
2001,28780,22,1,7,2880890.1
2009,39925,84,0,9,3999341.9
1995,64499,11,1,7,6456934.5
2011,50663,77,1,3,5072020.1
2018,88491,74,0,2,8860074.8
2012,82363,73,1,9,8240927.2
1998,8639,44,1,2,872181.8
2013,54627,3,0,2,5468021.3
2016,22796,75,1,3,2282740.6
1995,89623,50,0,2,8966278.5
2007,68665,83,0,2,6875325.7
2004,17806,85,1,4,1788958.4
2019,95747,30,1,3,9580216.9
1997,68422,49,1,2,6845781.7
2009,19801,9,1,8,1986493.9
2014,73693,12,0,10,7373367.4
1991,39631,19,1,10,3964309.1
2001,64250,8,0,4,6425870.1
2003,98678,95,1,3,9873512.3
1995,62815,79,0,2,6288969.5
1994,73719,79,1,2,7383556.4
2003,19729,30,0,1,1980073.3
2016,97543,5,0,4,9757314.6
2019,32928,85,0,9,3299683.9
2000,30164,7,0,1,3027330.0
2012,97854,38,0,7,9794720.2
2004,81894,8,0,8,8190534.4
2011,87637,99,0,9,8769314.1
2019,97355,2,0,3,9743997.9
2000,62859,79,1,10,6296801.0
1997,6032,15,1,1,613823.7
2012,93180,91,1,1,9323693.2
1993,74062,4,1,5,7418356.3
2003,40680,92,1,3,4075291.3
2012,33724,66,1,1,3377381.2
1991,67830,4,0,9,6788996.1
2008,32824,70,1,3,3283900.8
1998,15656,41,0,3,1573398.8
2013,41369,18,0,1,4141342.3
2020,41049,73,1,7,4109822.0
1993,27339,15,1,1,2746839.3
2018,57102,94,1,2,5720511.8
2012,99454,86,1,0,9958152.2
2017,60930,62,0,3,6101689.7
2005,88930,69,1,2,8902346.5
2016,40363,24,0,8,4038464.6
2008,62468,54,0,6,6252168.8
2002,51483,13,1,2,5157565.2
2002,34291,24,1,1,3436795.2
2016,29019,52,0,0,2903072.6
1993,24186,100,1,3,2425111.3
2007,81453,89,1,10,8152737.7
1992,7001,46,1,10,707137.2
2000,52059,69,1,3,5210227.0
2008,45248,52,1,0,4540276.8
1997,25176,89,1,6,2522970.7
1996,63065,17,0,3,6311962.6
1996,78613,51,0,4,7863369.6
2012,77117,68,1,0,7720395.2
2010,72381,93,0,8,7242040.0
2000,90193,32,0,10,9024029.0
2014,82226,41,1,2,8227563.4
1990,98768,63,0,9,9879363.0
2004,78972,6,1,8,7904128.4
2011,40345,15,0,5,4037269.1
2011,72254,15,0,6,7233115.1
2011,57944,48,1,8,5802614.1
2000,61632,22,1,0,6168699.0
2014,78797,93,0,5,7884093.4
2003,20001,26,0,5,2004766.3
1998,88591,6,1,6,8873534.8
2019,40378,81,1,5,4046345.9
2007,67498,24,1,1,6753907.7
2011,92002,66,0,10,9201705.1
2000,32115,84,1,6,3214734.0
2002,7490,11,1,9,765190.2
2016,64164,47,1,2,6427021.6
1993,11685,85,0,1,1173785.3
1998,91967,44,1,7,9198819.8
1995,604,76,1,3,71712.5
2013,58108,35,0,2,5818911.3
2021,41048,4,0,1,4107100.1
2005,69513,11,0,7,6958375.5
2019,17040,34,0,6,1709341.9
2001,59050,28,1,0,5914478.1
2012,25870,6,1,2,2590169.2
2008,69174,93,1,5,6929833.8
1994,95273,61,0,2,9537187.4
2017,42264,55,0,2,4231907.7
2020,844,40,1,3,98546.0
2013,31350,73,1,4,3136370.3
2011,61942,2,0,2,6197760.1
2001,37164,46,0,5,3721736.1
1997,35985,100,0,3,3610020.7
2013,81222,13,0,3,8129951.3
2011,46068,84,1,9,4614136.1
1993,47824,52,1,3,4784201.3
2003,65308,38,0,2,6535120.3
2001,99885,2,0,10,9989210.1
2011,429,58,1,6,53940.1
1996,25224,8,0,8,2529744.6
1990,47563,82,1,3,4765002.0
1998,78037,11,0,8,7811853.8
2004,63026,19,0,9,6307284.4
2006,79830,96,1,1,7989770.6
1991,11826,33,0,4,1186605.1
2018,52178,15,0,10,5228450.8
2005,50418,69,0,3,5049859.5
2019,53434,70,1,5,5346181.9
2011,76383,22,0,5,7641724.1
2011,67985,47,0,3,6802989.1
2017,54780,70,1,3,5480478.7
1996,50121,2,0,9,5020674.6
2021,44064,74,1,7,4413732.1
2013,28481,74,1,4,2854717.3
2012,47831,53,1,10,4786864.2
2003,46211,47,0,8,4629859.3
2001,32250,5,1,1,3236484.1
1997,58958,10,0,5,5903746.7
2012,17786,8,0,8,1784679.2
2016,6284,3,0,0,631188.6
1990,59615,17,1,9,5963967.0
2017,48577,76,1,0,4862984.7
1998,66859,18,0,10,6688391.8
1991,53381,86,0,1,5339727.1
2015,45580,88,0,5,4569449.5
1991,25440,47,0,1,2549452.1
1999,31598,63,1,4,3165856.9
2021,23073,45,1,2,2310872.1
2008,59049,94,0,9,5910896.8
1999,93674,27,0,2,9375903.9
2021,76446,54,0,1,7651735.1
2015,41926,8,1,5,4198279.5
2010,80976,87,1,10,8102795.0
1996,11470,93,0,1,1148699.6
2021,79723,71,1,3,7976910.1
2012,34838,45,1,2,3490058.2
1996,28303,23,1,10,2833274.6
2012,93490,45,0,3,9355490.2
1996,17950,57,0,2,1802294.6
1998,388,11,0,1,44847.8
1992,2739,41,0,3,277462.2
1999,7603,47,0,0,763363.9
2018,15555,33,0,10,1564014.8
2005,78847,12,0,8,7888002.5
1998,30596,41,0,1,3063030.8
2018,37395,88,1,2,3741187.8
2016,27918,42,0,2,2798713.6
2007,43789,83,1,8,4383378.7
2017,15728,76,0,5,1577515.7
2000,74409,95,0,8,7447750.0
1994,29114,18,1,3,2919917.4
2021,99539,34,1,3,9963045.1
2001,73748,47,1,7,7382612.1
2003,64273,65,1,2,6433844.3
2000,83405,16,1,6,8347406.0
1992,48652,25,0,9,4866264.2
2012,53034,62,1,3,5312035.2
2016,67294,98,1,4,6737871.6
2014,6940,24,0,8,695809.4
2011,74857,19,1,5,7495795.1
2016,23365,63,0,5,2343955.6
2008,53591,91,1,7,5365278.8
2009,13612,57,1,8,1367128.9
2004,63189,4,0,10,6319752.4
2000,43441,42,1,10,4349056.0
1991,3995,76,1,7,406628.1
2016,43133,81,0,6,4321653.6
1999,90323,27,0,9,9037654.9
1995,50164,68,1,10,5022955.5
2002,38713,64,1,3,3876407.2
2006,5140,35,1,0,515580.6
1999,64827,50,0,2,6491283.9
2003,34956,3,0,10,3508101.3
2015,87810,52,0,2,8793955.5
2005,46349,76,1,8,4636590.5
2009,96704,63,1,1,9672864.9
2011,57314,63,0,1,5733991.1
2021,42421,69,0,8,4246970.1
2019,36442,45,1,1,3653630.9
1991,46301,83,0,4,4631982.1
2021,13522,4,1,7,1354750.1
2004,83088,22,1,7,8315132.4
2006,18019,89,1,6,1803675.6
1998,29637,21,0,0,2973981.8
2009,88231,33,1,1,8827270.9
2013,99478,86,0,5,9953158.3
1997,25207,65,0,3,2527273.7
2017,89622,93,1,9,8965091.7
1990,35082,21,0,7,3516840.0
1991,91104,35,1,10,9116835.1
1997,68046,66,1,3,6818141.7
2009,32604,51,0,2,3263791.9
2007,65825,55,0,3,6586250.7
2017,61543,22,0,5,6158002.7
2019,25004,61,0,10,2506029.9
2016,41524,98,0,1,4163553.6
1996,32602,47,0,5,3267427.6
2012,17648,25,1,10,1765902.2
2010,7935,37,1,10,803701.0
2009,11498,38,0,5,1154978.9
2012,69482,42,0,1,6957177.2
2019,61647,46,0,10,6172515.9
2013,87500,29,0,1,8754886.3
2012,14878,39,0,4,1491712.2
1993,43872,12,0,7,4402358.3
2002,8413,19,0,6,849213.2
1994,44120,42,1,7,4420400.4
1997,68528,34,1,4,6864016.7
2014,4293,1,0,0,438335.4
2007,64013,22,1,0,6404986.7
2001,44911,33,1,0,4495840.1
2010,68647,50,0,6,6867106.0
2021,76256,38,0,4,7631297.1
2021,36417,62,0,6,3650549.1
2009,69901,69,1,1,6996565.9
1994,6478,66,0,6,652595.4
2014,69242,1,0,0,6936087.4
2018,31601,70,0,4,3163556.8
2006,50294,30,0,10,5034657.6
2015,255,62,0,5,34291.5
2007,27060,39,0,7,2710700.7
1992,43140,6,0,6,4322399.2
2011,63717,7,0,8,6379454.1
2006,40310,75,1,4,4041851.6
2016,8904,96,0,8,895624.6
2006,90633,92,0,7,9072944.6
2018,6570,63,1,1,667494.8
2020,3011,48,0,0,305014.0
2000,16251,54,1,0,1629387.0
2004,72165,56,1,0,7218838.4
1997,2005,45,1,5,207531.7
2018,18240,36,0,1,1828031.8
2005,16006,69,1,0,1606780.5
2002,22333,6,0,8,2245486.2
2007,89742,27,1,4,8976777.7
1997,10966,47,1,2,1101642.7
2013,47148,37,1,1,4721381.3
2012,93622,85,0,6,9363558.2
1997,44854,18,0,2,4489439.7
2013,92684,4,0,9,9278413.3
2021,38964,47,1,4,3902450.1
2002,90703,61,1,7,9072785.2
2002,81247,42,1,2,8127330.2
1994,42655,30,1,5,4272845.4
1995,19602,44,0,0,1972327.5
2011,54706,87,1,5,5476681.1
1991,74133,92,0,6,7424902.1
2018,32165,44,0,1,3219111.8
2005,15262,49,0,1,1531236.5
1990,34819,71,0,4,3488144.0
2004,93896,35,0,9,9401076.4
1997,62414,19,1,6,6250022.7
1997,70873,10,0,5,7089697.7
2008,371,29,1,8,45524.8
2020,16326,61,1,8,1638783.0
2014,33628,100,0,10,3367900.4
1992,41845,32,0,1,4191538.2
2020,26814,16,1,9,2689533.0
2005,68974,59,0,1,6904810.5
2000,16873,88,0,7,1691487.0
2013,38513,7,0,2,3853759.3
2011,82959,13,0,8,8298011.1
2010,14029,72,0,9,1408596.0
2020,97985,66,1,7,9804383.0
2018,4332,31,0,6,440601.8
1992,74436,29,0,7,7450183.2
2005,79572,45,0,4,7958075.5
2019,7038,24,0,2,708802.9
1994,58869,32,1,1,5896012.4
2000,15967,75,1,1,1605306.0
2009,28792,30,1,8,2885914.9
2010,74037,27,1,7,7413723.0
1994,49104,3,0,6,4913428.4
2014,10250,7,1,0,1025802.4
2013,89708,27,1,8,8978292.3
2013,74885,84,1,1,7499296.3
1996,52887,86,1,4,5292579.6
2008,17615,13,1,5,1774991.8
2015,10588,61,1,6,1063316.5
2001,72085,57,0,8,7212400.1
2009,48092,61,1,3,4817550.9
1997,44815,79,1,3,4490727.7
1999,94702,96,0,1,9479031.9
2009,19575,100,1,7,1966077.9
1996,78934,44,0,3,7895339.6
2001,99108,20,0,0,9914800.1
1990,38522,4,0,6,3858534.0
2018,10271,43,0,4,1027893.8
2012,605,12,1,1,66663.2
1999,83698,44,0,1,8376076.9
2007,8976,38,1,0,898880.7
1998,71298,98,0,5,7131907.8
2014,76974,9,1,10,7700879.4
2016,96395,51,1,3,9648710.6
2004,20906,36,0,2,2092028.4
2005,42619,81,0,8,4263005.5
2000,19782,60,1,5,1988451.0
2006,1454,32,0,5,148234.6
2003,63066,53,1,7,6313110.3
1990,43912,67,0,3,4396083.0
2017,3121,46,0,10,322767.7
2004,22810,20,1,6,2282270.4
2015,1666,39,1,5,169944.5
2006,32490,11,1,10,3250802.6
2021,19461,78,0,6,1949663.1
2002,38375,95,0,7,3840731.2
2015,86008,47,1,1,8609323.5
2018,2622,98,0,1,272493.8
1990,79445,43,0,6,7948637.0
2020,67370,51,0,7,6742167.0
2012,68590,39,0,1,6871144.2
2004,58980,67,1,8,5914784.4
2018,12389,70,1,4,1247818.8
2012,90151,73,1,9,9022486.2
1991,37846,76,1,4,3790981.1
2016,93187,66,1,1,9324088.6
1996,66592,21,1,5,6666928.6
2008,11644,19,1,8,1166984.8
2009,42167,74,1,10,4221684.9
1994,30458,50,0,9,3051295.4
2005,235,86,0,3,28656.5
2012,23892,26,0,0,2390553.2
2004,15621,24,1,7,1566732.4
2013,22716,61,1,10,2272979.3
1998,82859,100,0,0,8291287.8
2009,73838,68,1,2,7396303.9
2001,15064,44,0,8,1512799.1
2005,2848,82,0,1,293779.5
1999,94867,65,1,9,9494401.9
1992,62037,58,1,2,6213106.2
2020,96906,47,1,0,9697498.0
2006,92877,43,1,0,9293132.6
2008,88652,76,0,3,8873177.8
1997,89178,74,0,6,8926770.7
2015,30863,78,1,9,3089420.5
2014,98755,18,0,8,9880422.4
2005,34195,71,0,0,3428702.5
2016,4537,5,0,0,456361.6
2011,73177,38,1,4,7321281.1
2013,13969,15,0,10,1399049.3
2003,62460,43,0,5,6253854.3
2008,24104,53,0,3,2417754.8
2020,25892,8,1,0,2593267.0
2021,299,38,1,2,37033.1
1993,15944,83,0,0,1602339.3
2008,90045,95,0,6,9009466.8
2016,37754,65,0,9,3784160.6
1997,46195,68,1,9,4631767.7
1990,91114,71,0,4,9116972.0
1990,82651,100,0,4,8274315.0
2011,47353,22,0,6,4743129.1
2007,25018,100,1,1,2511418.7
2016,10288,94,0,7,1031927.6
2004,57085,32,0,9,5714000.4
2010,62281,87,1,1,6239393.0
2005,75549,77,0,4,7562030.5
1999,11580,59,1,6,1169617.9
2004,45229,94,0,5,4531305.4
2005,44565,78,1,10,4463078.5
1998,1782,64,0,2,184784.8
1995,97593,62,0,9,9760509.5
2010,37567,65,1,8,3764024.0
2015,91992,40,1,1,9206945.5
2008,92016,58,1,10,9206998.8
2017,47027,64,1,4,4704701.7
2001,35562,80,1,7,3560786.1
2020,68162,64,0,3,6825255.0
2000,30830,70,0,5,3090623.0
2010,77776,68,1,3,7778582.0
1999,53818,53,0,0,5386139.9
1990,73917,74,1,3,7405490.0
2017,92675,5,1,8,9274886.7
2019,70159,46,0,6,7019489.9
2017,74810,19,1,3,7492753.7
2020,63891,41,1,4,6398575.0
2021,10601,59,1,0,1062664.1
2014,85375,3,1,4,8541495.4
2017,2559,59,0,1,264370.7
1992,18101,6,0,2,1824739.2
2016,44429,27,1,4,4447469.6
1999,87780,36,1,0,8787571.9
2020,42277,28,0,5,4232611.0
1991,14447,69,0,4,1458693.1
2000,33205,94,1,5,3327752.0
1999,52132,91,1,2,5216554.9
1992,39549,62,1,7,3959426.2
1992,60514,20,0,3,6057452.2
2006,93499,24,0,3,9357814.6
2001,50241,82,0,0,5029855.1
2014,28915,37,0,4,2896715.4
2013,46790,82,1,2,4681489.3
1990,98780,21,1,4,9886719.0
2015,58362,9,0,1,5846004.5
2015,11928,67,1,10,1198963.5
2011,41840,78,1,3,4185921.1
2019,27538,94,1,4,2758284.9
2014,44438,96,0,9,4450823.4
1994,12373,18,0,9,1245235.4
1990,3206,100,1,8,331095.0
2020,14993,24,0,5,1501072.0
2003,72945,13,0,2,7305011.3
2013,74810,65,1,9,7489966.3
2009,1300,95,0,9,134967.9
2011,11303,72,1,6,1140133.1
1995,67724,80,0,2,6779991.5
1992,34195,65,0,6,3435606.2
2001,57806,49,0,1,5790410.1
2020,57722,21,1,0,5785132.0
2010,62094,94,0,8,6218641.0
2021,99148,67,1,1,9918736.1
2001,89512,86,1,0,8960225.1
2000,57210,10,1,8,5728623.0
2009,46336,1,1,3,4643781.9
2006,56145,35,1,10,5617752.6
1991,13494,3,1,4,1355903.1
1991,79002,20,0,10,7900697.1
2020,58208,13,1,3,5831806.0
2018,71474,84,1,8,7152718.8
2012,98209,43,1,3,9826484.2
1995,41226,87,1,4,4125343.5
2001,35122,73,0,2,3515208.1
1994,52220,22,1,6,5226840.4
1991,95063,89,1,3,9511106.1
1996,73782,92,1,8,7383555.6
2007,16368,99,1,1,1645556.7
2001,84286,78,1,7,8437788.1
1990,47039,34,1,3,4710291.0
2003,77726,23,1,6,7773518.3
2011,3912,73,0,9,395955.1
2003,93746,13,1,10,9376444.3
1992,44304,3,0,10,4433938.2
1992,27400,25,0,2,2747740.2
2005,53056,97,1,3,5310121.5
2005,80691,51,0,7,8071084.5
1992,57337,55,0,3,5750227.2
1995,64732,82,1,6,6479107.5
1995,13037,49,0,7,1315003.5
2001,48520,25,0,4,4862564.1
2009,74788,45,1,9,7483945.9
1998,85208,55,0,9,8527688.8
1994,33643,64,0,3,3374768.4
2002,53547,77,0,2,5355930.2
2016,85134,55,1,5,8519159.6
1993,34485,13,1,6,3460379.3
2017,76717,3,0,6,7679009.7
2007,63650,21,1,0,6370607.7
1993,42237,69,1,0,4229047.3
2010,16718,43,1,8,1678693.0
2004,19838,64,0,8,1993919.4
2019,66045,31,0,7,6607358.9
1995,73235,27,0,0,7327197.5
2012,95971,29,0,2,9605457.2
1996,26519,100,0,4,2659980.6
1995,76074,20,0,4,7614603.5
2020,11788,9,1,6,1183060.0
2000,66281,98,1,10,6630781.0
2020,27691,39,0,6,2774041.0
2011,59016,54,0,2,5906126.1
2021,6048,65,0,9,610305.1
2011,29570,78,0,9,2962411.1
2020,67642,98,1,5,6766834.0
1997,4033,97,0,9,415922.7
1990,74546,3,0,8,7460101.0
2011,55678,59,1,2,5573599.1
1990,10784,42,1,1,1084037.0
1996,42810,3,1,8,4288800.6
2004,19020,13,0,8,1905429.4
2002,4499,5,0,0,455382.2
1995,79130,29,1,0,7925945.5
2000,34689,100,1,7,3474451.0
2017,99075,38,0,7,9911312.7
2004,76446,10,1,6,7649095.4
2008,50185,99,0,4,5021097.8
1993,17085,79,1,8,1709963.3
2018,31076,16,1,10,3112788.8
1990,81924,29,0,10,8200485.0
2011,89829,23,0,8,8992972.1
2013,52458,31,0,8,5253326.3
2021,65639,74,1,6,6573646.1
1994,41332,40,1,8,4146474.4
2006,45381,65,1,7,4543365.6
2008,1981,39,0,1,198774.8
2011,48178,67,0,5,4824962.1
2011,733,86,0,5,81775.1
2003,16071,9,1,8,1609170.3
2016,21122,99,1,6,2113297.6
2007,90072,63,0,4,9008547.7
2017,3137,48,0,5,320868.7
1996,27286,48,1,3,2728938.6
2006,37611,47,1,6,3766677.6
2004,84697,63,1,10,8474975.4
1997,21833,43,1,0,2185327.7
1992,74139,47,1,0,7421289.2
2015,41050,6,0,6,4117975.5
1995,16389,1,1,4,1647095.5
2005,72265,69,1,6,7236109.5
2019,55752,48,1,4,5580831.9
2008,42003,27,0,4,4202952.8
2000,76453,46,1,4,7652064.0
1993,95771,44,0,4,9586445.3
1999,30042,84,0,2,3008534.9
1996,80827,51,0,6,8083933.6
2007,58109,86,1,2,5819714.7
2002,20006,95,0,2,2006536.2
2001,57530,72,0,5,5755191.1
2015,90929,35,1,10,9098666.5
2008,27488,91,0,2,2755953.8
2020,36904,99,0,4,3698721.0
2019,11202,87,1,1,1122248.9
1996,43882,3,0,0,4393079.6
2015,62869,18,0,9,6288349.5
2014,59437,75,1,9,5952617.4
1990,88935,8,1,0,8901934.0
2010,83026,68,1,8,8305842.0
2020,19900,67,0,4,1996710.0
2010,41204,1,0,7,4126585.0
2008,94261,94,1,0,9429690.8
2016,81511,74,1,6,8154985.6
1994,59252,15,0,7,5931506.4
2021,80067,23,0,9,8013211.1
2010,56902,32,1,5,5694751.0
2001,10483,46,1,9,1055996.1
2017,41987,18,0,2,4201481.7
2020,88100,6,1,9,8812852.0
2005,70968,60,0,4,7101845.5
1993,67078,21,0,2,6717669.3
1997,10637,24,0,6,1067665.7
2003,71171,74,0,10,7123522.3
2015,82952,31,0,0,8299689.5
1999,92335,96,0,8,9237950.9
2008,60035,46,0,8,6014540.8
1997,95492,65,0,10,9563379.7
2004,20587,32,0,8,2067398.4
2009,13642,8,1,9,1373966.9
1992,38700,98,0,3,3874846.2
2006,87991,31,0,3,8804814.6
2010,48428,27,1,1,4844049.0
2020,81171,100,1,6,8123187.0
2009,82899,89,1,3,8291850.9
1995,47126,76,0,3,4720029.5
1997,83064,84,1,4,8314535.7
1995,63008,89,1,8,6309285.5
2002,23776,31,0,10,2382847.2
2018,8597,24,1,7,867204.8
1994,65896,44,0,2,6601450.4
2018,47061,85,1,1,4713648.8
2017,19341,95,0,4,1944096.7
2011,9954,87,1,0,999219.1
2010,86810,91,0,7,8686680.0
1995,28062,60,0,6,2815267.5
2009,29967,34,1,10,3006420.9
2006,72748,23,0,2,7280260.6
2016,10132,57,0,2,1024313.6
1990,36932,6,1,8,3706286.0
2013,24309,23,0,9,2434268.3
2004,19319,18,0,7,1940995.4
1994,9078,63,0,3,909459.4
1995,1407,44,0,0,147495.5
2018,38009,2,0,6,3801895.8
2013,11688,13,0,2,1180015.3
2019,74489,96,0,9,7450211.9
2013,91596,30,1,3,9172881.3
2011,35520,33,1,9,3554917.1
1993,3929,60,1,0,398629.3
2020,26424,32,0,6,2643550.0
2003,14074,85,1,3,1421626.3
2008,62598,39,0,7,6271214.8
2014,51419,91,1,8,5147263.4
2004,71012,61,0,6,7108699.4
2004,69866,93,1,2,6995283.4
2009,75124,27,1,6,7513990.9
2004,73117,64,1,0,7317591.4
1992,6086,42,1,10,609401.2
1994,62114,85,1,5,6218248.4
2016,85301,88,0,4,8532351.6
